geneid	Day1.AM	Day1.PM	Day2.AM	Day2.PM
7447510	1.85189	0.70993	0.8192	0.40791
7447512	2.01455	-0.93189	0.64037	-1.96509
7447513	-0.6615	0.76564	0.78965	1.04673
7447514	0.40527	-1.58379	1.08473	-1.64609
7447516	-3.10958	2.82974	-2.20364	1.18357
7447519	1.48749	-0.4681	1.0562	0.62644
7447521	1.16722	-0.91248	0.02045	-2.44604
7447522	-0.48317	0.4779	0.82748	0.90624
7447523	3.35344	-0.59642	0.22375	-1.49513
7447524	1.53911	-6.31452	1.07423	-5.2893
7447526	1.51634	-1.51451	1.002	-0.7145
7447529	-5.22955	1.09494	-2.81264	0.73766
7447530	0.69959	0.01444	-0.1182	-0.2917
7447531	-2.15879	-1.60547	-2.38124	-0.77651
7447532	1.73223	-1.40746	0.66172	-3.25391
7447533	2.53605	0.63625	0.30226	-0.41542
7447535	1.14906	-1.98186	0.866	-3.32187
7447536	-0.79863	-0.57783	0.04115	0.00047
7447540	-1.3144	0.25823	-0.72964	0.17189
7447541	1.06719	-3.24021	3.88015	-3.68406
7447542	2.41701	1.25846	-0.50065	-0.22001
7447543	-4.65573	-1.00759	-0.48144	1.18232
7447544	0.66642	0.72687	-0.21834	1.01167
7447545	-2.37664	-1.1661	-0.26188	-0.55422
7447546	-2.313	0.32999	-0.15253	0.3643
7447548	1.16931	0.33149	1.14255	-0.8501
7447549	-1.37721	0.5491	-0.22072	0.50642
7447550	0.78218	-1.22945	2.37897	-1.86132
7447551	-2.46391	1.21512	-0.53972	1.27841
7447556	-0.98573	0.99524	0.65159	1.16742
7447558	0.17566	0.33978	0.21003	-0.40548
7447563	1.68686	-1.60753	1.75312	-1.51099
7447568	-1.02853	1.47469	-2.19573	1.28571
7447569	-1.47489	-1.37416	0.6634	-0.8066
7447570	0.96831	1.12117	0.5261	0.85808
7447571	0.9575	-0.35877	0.84977	-1.36603
7447572	0.16255	-0.17583	-0.87735	-0.06116
7447578	-0.18574	0.02188	0.59835	0.52833
7447580	NA	NA	NA	NA
7447581	0.21207	-0.42802	0.68832	-1.4016
7447585	-1.24823	-0.47549	1.76207	-0.94008
7447588	-3.42062	-2.02418	-0.24345	-1.01519
7447589	-0.01114	-0.96123	0.08351	-0.8027
7447590	-3.87666	0.1595	-0.55814	0.69612
7447591	0.66489	-0.08807	-0.40344	-0.9504
7447592	-1.97414	0.48261	-1.9072	0.61382
7447593	-2.01898	2.94368	-0.96269	0.26983
7447594	-0.61225	0.49759	-0.46878	0.71369
7447598	-0.91589	1.61575	-0.98096	1.64537
7447599	-3.39785	0.93595	1.16662	1.54228
7447601	-1.42691	1.17076	-1.53376	0.99205
7447602	0.74031	-1.08225	-0.78964	-1.77126
7447608	-0.05404	1.06186	-0.01342	0.94694
7447611	2.71945	1.93127	0.01717	-0.74981
7447612	0.79127	-0.65558	1.41398	-1.88795
7447613	-0.54276	0.70284	0.12121	0.64218
7447614	3.37068	-2.99395	3.55231	-1.1519
7447615	-2.35993	-0.16744	-0.50296	0.07653
7447616	-0.51732	0.89778	-1.96007	1.33202
7447617	-0.76133	-0.28123	1.19614	-0.48248
7447618	1.05492	0.73093	0.51158	1.39417
7447620	3.10849	-1.46256	0.41469	-2.23554
7447621	-3.674	1.97438	-0.6784	0.62262
7447622	1.1999	-1.25042	1.07462	-2.60043
7447626	0.98793	-1.0229	0.30401	0.3261
7447627	1.14646	-2.7654	1.44967	-3.16799
7447628	2.53801	1.33503	0.94643	-0.82392
7447630	2.37881	-0.46226	0.81212	-3.03481
7447634	1.73378	0.38011	2.12611	1.18489
7447635	1.56103	-0.53151	0.15012	-2.33026
7447636	-2.44474	0.44668	-0.05901	-0.55111
7447637	-2.69678	-0.32736	-0.81687	0.38622
7447638	-1.30522	1.01667	1.03729	0.06498
7447640	-2.42891	1.71522	-0.48257	0.98604
7447641	-2.21851	-0.03648	0.42177	-0.12783
7447642	0.91936	0.18966	0.52114	-1.16934
7447645	-0.88035	0.94599	-0.48606	1.43136
7447646	-3.67299	0.38313	-1.81339	0.09002
7447648	1.38303	1.13893	0.93067	0.92101
7447649	-1.22843	-1.30036	0.62852	0.28058
7447650	0.31608	-0.60449	0.89342	-1.34506
7447653	-2.69634	2.07693	-0.15077	1.2688
7447654	-1.16782	-0.06043	0.00218	0.52628
7447655	-2.02855	1.75825	-2.23739	2.49695
7447660	-2.62201	-1.27492	1.89736	-0.85085
7447663	-3.08468	0.91723	-0.84366	0.63857
7447664	-1.36797	1.9602	0.30927	1.38243
7447665	-2.68647	0.26597	2.17418	0.52339
7447666	-1.20669	-0.92938	2.46971	-1.75841
7447667	0.91699	-0.0599	1.12689	-0.9657
7447668	-2.67109	0.0752	0.58544	-0.66531
7447671	0.15537	-2.70879	0.77559	-1.4795
7447748	-1.9088	1.99829	0.10355	0.95333
7447749	2.28995	0.5428	0.89602	0.07734
7447750	-2.5984	0.54099	-2.01749	-0.12533
7447751	-1.0486	-0.19019	-1.63367	0.12318
7447752	-4.04979	1.63858	-0.85413	1.75992
7447754	-5.06356	-0.00907	1.15707	0.64046
7447758	-3.72329	0.56675	0.33297	0.54147
7447759	0.58461	0.11983	-0.26016	-0.10971
7447764	1.06873	-0.43585	1.35963	-2.11684
7447765	-0.59733	-1.63505	-0.22747	-1.17258
7447766	-0.39913	-0.35436	0.20045	0.81275
7447767	NA	NA	NA	NA
7447768	-0.4547	-0.06762	-0.12102	-0.78671
7447769	1.80866	-0.49508	-0.22698	-1.18885
7447770	-3.04694	0.16534	-0.4384	-0.03126
7447771	0.51474	0.30211	-1.42258	0.81758
7447772	1.84996	-1.95636	0.46396	-0.50537
7447773	-1.68467	-2.19201	-1.89861	-1.068
7447779	1.11683	0.64309	-0.94982	0.57842
7447780	-2.00169	0.68064	0.23165	0.26755
7447784	-0.08529	0.47557	-0.39641	-0.20765
7447785	1.11952	-0.13433	0.17202	-0.01253
7447786	-2.0534	1.04683	-0.86865	0.51718
7447787	-2.48044	0.36059	-0.10416	0.71508
7447788	-1.41776	3.2961	-2.16762	3.12117
7447789	-2.91995	1.56308	-0.07425	1.95597
7447790	-0.17235	0.28314	-0.71045	0.37765
7447793	1.54271	-1.39811	0.49873	-0.97713
7447794	-1.95586	0.4346	-0.32745	0.48932
7447796	0.14013	0.2993	-0.66844	0.22458
7447798	-4.31432	1.19708	-1.75322	0.64903
7447800	-1.51472	-2.67118	-1.06448	-2.08679
7447801	0.24978	-1.83978	1.28391	-0.24452
7447802	1.36036	0.51768	1.6133	-0.30459
7447803	-2.061	1.54292	-3.47378	1.27528
7447804	-2.5638	0.90492	-1.28478	1.0293
7447808	-2.99682	0.10775	0.45108	0.11851
7447809	-0.80549	1.3392	0.78466	0.866
7447810	0.05558	-0.2474	-0.69884	1.37455
7447811	NA	NA	NA	NA
7447812	-3.14172	1.37816	-0.28694	0.99395
7447814	-1.02276	0.97637	1.46044	-0.8824
7447816	-0.17468	-0.61928	0.98386	-1.92247
7447817	5.50894	-0.47467	-0.73815	-0.87598
7447818	1.50372	-1.60481	1.24059	-4.21868
7447821	-2.012	0.93738	0.46922	0.10886
7447822	-0.20523	-1.25073	-0.10502	-0.50953
7447824	0.45001	-1.81674	-0.12511	-2.22865
7447825	0.00896	-0.21584	0.25815	-0.5341
7447826	-0.68619	-0.97239	1.33907	-1.13637
7447828	-1.85499	0.47807	-0.17792	0.59906
7447830	-2.20887	-0.8151	-0.80487	-0.40489
7447831	-3.87531	-0.36459	-0.84727	-0.25326
7447832	-1.43263	2.80319	-1.41694	1.777
7447834	-1.23093	0.76453	-0.16084	0.30759
7447835	-3.63695	-1.00499	-2.19094	-0.6011
7447836	2.57842	0.03492	-0.37979	-1.36888
7447837	0.9078	0.56787	1.2029	0.97378
7447838	-1.70707	1.98688	1.02386	2.04669
7447840	1.46677	-1.0673	0.34094	-3.21312
7447841	-1.44853	-2.30996	1.08747	-0.97036
7447844	0.89117	1.58993	-0.55448	0.70872
7447846	0.33313	-0.43593	0.70772	-0.93022
7447848	-0.09224	-0.64693	-0.25663	-0.25296
7447849	-5.05367	1.33197	0.037	2.00495
7447850	-0.63246	-0.82947	1.0176	-1.69967
7447851	-2.36239	-0.81966	-0.26055	-0.04718
7447852	1.61539	-0.09996	-1.002	1.91627
7447853	-0.94942	1.06061	-2.42063	1.06953
7447854	-2.1668	1.95817	-3.46637	1.67452
7447855	-2.0874	-0.6818	-1.67225	0.79191
7447856	0.51751	0.8243	-0.64713	0.57048
7447857	-3.58086	0.99385	-1.03661	0.31068
7447858	-3.01621	0.41929	-1.42449	0.61437
7447859	-1.22458	1.66439	-0.47725	1.67347
7447862	1.17668	-2.36295	0.40167	-0.34009
7447865	-2.08256	2.40637	-1.9687	1.69932
7447867	1.54285	-0.18676	0.79834	-1.53483
7447868	-1.7037	-0.24489	1.41022	-1.02799
7447869	-3.82923	1.40604	-2.71952	1.3999
7447870	-4.39399	0.74387	0.22272	0.51974
7447872	0.59953	0.97758	-0.87825	0.47267
7447873	1.56537	-0.89475	0.51861	-1.1666
7447874	0.36661	-1.28479	-0.49411	-0.50982
7447875	-1.61176	0.80441	0.62963	-0.23327
7447877	-0.39362	-0.07224	0.5475	-1.75145
7447879	-2.20646	0.57006	0.9097	0.74155
7447880	1.44764	0.71975	0.06342	0.28714
7447883	-3.71064	0.69491	-1.48407	0.66888
7447884	-0.48913	-0.41806	0.04786	0.28056
7447885	1.63086	-0.05824	-0.94095	-0.54338
7447890	-0.74094	0.38807	-0.39366	0.30497
7447891	-1.27989	0.45962	-1.23564	0.42236
7447895	-1.84736	0.48015	-0.92321	0.46096
7447899	-2.83145	-3.1751	-3.80975	-2.13788
7447902	-0.82715	0.26545	-0.1407	0.49094
7447903	3.0756	-3.71833	1.6145	-2.31359
7447905	-1.82086	-4.68816	-2.5215	-2.20933
7447909	0.85745	-2.24811	1.13325	-1.35151
7447910	0.45424	0.11754	0.53705	-0.03132
7447911	1.14493	1.27443	0.82638	2.7198
7447913	2.78786	-1.0906	0.89402	-3.3744
7447914	1.8757	-2.81034	1.40063	-0.36507
7447915	-2.19602	3.08978	-4.17544	1.21044
7447916	1.30448	-1.28446	1.92644	0.07342
7447917	0.58215	-0.29918	1.10046	-0.11239
7447918	2.27503	-0.08018	1.48804	-1.34344
7447920	1.05362	1.17064	-0.09563	-0.25167
7447921	5.67727	-1.62382	2.10075	-2.52058
7447923	1.73654	-0.55645	1.28797	-3.13025
7447924	3.29582	-2.0497	1.84393	-0.5937
7447925	0.09808	1.35284	-1.35377	1.15191
7447926	-1.08483	1.83066	-1.84959	0.77818
7447929	-4.47279	1.28717	1.00347	1.22427
7447930	-0.62777	2.10768	0.46958	1.87089
7447931	-4.48122	-0.12846	-0.4843	0.10851
7447932	NA	NA	NA	NA
7447934	0.77157	-0.89422	1.07895	-1.15488
7447935	3.7971	-1.31673	0.8919	-1.51415
7447936	0.36759	0.20938	0.79377	-1.37383
7447938	1.43284	-1.78775	2.46954	-1.77779
7447940	-2.59005	-0.14475	-0.11504	0.41856
7447941	0.49509	-0.02081	0.16694	-0.27634
7447943	-1.16232	-2.99077	-1.33757	-3.26116
7447946	-1.44746	0.7081	-1.95768	1.32027
7447947	-3.76727	-0.80489	-0.54003	-0.25031
7447948	-1.46325	1.12166	-0.01116	1.76754
7447954	2.47828	-1.03443	0.47085	-3.50686
7447957	0.44732	-0.3206	0.98578	-0.27065
7447958	-0.90191	0.44122	-0.80456	0.26682
7447961	0.06104	-0.0713	0.39929	-2.95634
7447963	-3.75305	-2.28698	-1.07992	0.33203
7447965	2.27576	-2.03048	1.93514	-0.84859
7447966	-1.02558	-0.6293	0.24651	-0.84474
7447967	0.13228	0.11774	0.24997	-1.15581
7447968	-2.39646	1.10872	-1.87594	0.70658
7447970	-2.53501	0.10049	-0.68287	0.61732
7447972	-4.19466	1.25456	-0.30873	1.33617
7447973	-2.17287	0.81839	1.6574	0.39105
7447974	0.41648	-0.85486	0.54523	-1.00659
7447976	-0.75053	1.22674	-0.97644	1.03955
7447977	0.43757	-0.47667	0.50859	-1.55032
7447978	NA	NA	NA	NA
7447979	1.47253	-0.8136	0.014	-0.46756
7447980	1.00482	-0.11471	0.52891	-1.30065
7447981	-0.18638	-0.46585	-1.39845	-0.83821
7447982	NA	NA	NA	NA
7447983	0.41859	-0.20361	0.73119	-0.09269
7447985	-1.13217	-0.1431	0.23329	-0.14866
7447987	-0.11927	0.41332	0.52568	0.25517
7447990	-2.90358	0.20614	-1.50571	0.18602
7447991	0.03209	-0.37712	-0.29755	-1.3926
7447992	-1.09307	-0.64496	0.55846	-0.39441
7447993	-4.62011	-2.92677	1.06013	-1.91759
7447994	-5.36551	0.21508	-0.97586	0.09898
7447995	2.29041	0.17244	-0.25986	-0.5477
7447997	0.17509	0.23672	0.16384	0.3909
7448000	-1.5171	-0.22421	0.49364	0.6061
7448004	-1.23238	0.62271	0.13201	1.00116
7448007	NA	NA	NA	NA
7448011	-0.7531	-0.26901	-0.16053	-0.38928
7448015	3.13562	2.4173	0.85292	1.95141
7448017	-1.17056	1.13443	0.35762	0.98788
7448018	-1.00946	-1.17036	0.31885	-0.57115
7448019	0.94383	-0.07217	1.22571	-0.86496
7448021	2.36279	-1.95084	3.17224	-0.63418
7448022	-1.50111	0.9993	-0.63381	0.59589
7448023	-2.80461	0.64843	-1.37149	1.11311
7448024	2.51763	-0.2221	2.2443	-1.18788
7448025	-2.5767	1.65575	-1.17151	1.22143
7448027	-1.36468	-0.27374	0.19948	-0.51736
7448029	-0.77519	0.39895	0.97405	-0.16873
7448034	-1.30543	0.36691	-0.55535	1.06317
7448035	3.0816	-0.98061	2.44011	-0.0152
7448037	1.37424	-1.10411	0.43779	-2.78532
7448039	-4.55949	1.37251	-1.49912	0.88091
7448041	-1.38753	-1.01551	0.46233	-0.56109
7448042	2.2778	-0.14866	1.98614	0.00193
7448045	0.09756	-2.73091	-1.25164	-3.47995
7448046	-0.11347	0.30201	0.16051	-0.11337
7448047	-0.26361	0.38033	0.77244	-1.54547
7448048	-0.161	-1.18617	0.82088	-1.87167
7448053	1.56433	0.08622	0.59451	0.10751
7448055	-0.44624	0.68541	1.01267	-0.2507
7448056	-3.11517	-0.43681	-0.0548	0.22779
7448057	-0.16846	-0.65012	-0.38353	-0.80722
7448059	-0.13414	-2.04747	-0.28043	-0.08161
7448060	-1.33143	0.73773	-0.75632	0.14189
7448063	1.01608	0.47049	1.46735	0.38787
7448064	0.18645	0.11782	-0.90974	-0.85871
7448065	-4.01315	-0.0454	-0.64656	0.23212
7448067	-2.46018	1.16919	0.62515	0.65125
7448068	-3.17349	-0.10424	0.2312	0.2459
7448071	0.63098	1.24417	1.58749	0.0147
7448072	NA	NA	NA	NA
7448073	-5.07134	0.73766	-2.04197	1.09872
7448074	-2.59516	0.02211	-0.24702	0.1765
7448075	0.32359	0.21682	0.57966	-0.28188
7448076	-0.06547	0.38002	0.87419	1.19267
7448077	-1.65971	-1.27119	0.99607	-0.83595
7448078	2.77106	-1.08597	1.54843	-4.98145
7448079	-0.59193	-0.20825	1.0949	-0.30925
7448080	-0.59501	-0.16572	0.571	0.12569
7448081	1.37076	0.12264	0.0507	0.05184
7448082	-0.00134	1.13174	-1.54296	1.25762
7448083	-3.18956	1.05952	-0.87441	0.88877
7448084	1.60318	0.07644	0.42125	-2.06089
7448085	1.86341	-0.57534	0.99059	-3.22746
7448087	-1.3485	1.18622	-0.00712	0.59019
7448090	3.69169	-0.6419	0.96107	-0.39324
7448091	0.77552	0.55048	-1.02078	0.09792
7448094	-2.74933	1.0614	-1.81784	3.69972
7448095	-1.29231	-1.07451	-0.16501	0.09595
7448096	-1.11704	-0.5894	-1.95395	-0.6687
7448097	-1.52384	1.0485	-1.35003	-0.33849
7448098	-1.70225	0.50708	-0.30893	-0.98823
7448099	3.40008	-3.02659	1.74388	-4.53567
7448100	-0.43552	2.50655	0.92289	1.14424
7448103	2.63364	-0.50162	-1.03526	-0.81249
7448104	1.35386	-0.29275	1.11374	-2.26336
7448106	0.51347	-0.22269	2.32292	0.10793
7448110	-0.10825	-2.31452	1.11127	-0.44235
7448111	0.85276	-0.643	0.3288	-1.43082
7448114	-2.79283	0.53957	-1.04289	0.22423
7448117	-1.80441	0.90623	-0.1356	1.11621
7448119	1.73762	-0.82988	-0.62117	-0.40958
7448121	1.93113	-4.28757	3.67897	-3.99819
7448125	-4.58904	0.16139	-0.90123	-0.09652
7448126	-4.65746	0.12001	-0.7384	0.08214
7448128	-1.4698	2.15512	-3.08348	3.1666
7448132	-1.37803	-0.3758	0.21128	0.00801
7448133	0.5206	1.45906	0.56199	0.82415
7448134	1.93973	0.66485	0.15938	-0.68629
7448136	3.27887	-0.51734	1.36526	-0.68587
7448137	-2.68173	0.67827	-1.72896	-0.00726
7448138	2.44472	-0.84474	0.62515	-2.26558
7448139	-3.01722	-1.24868	-2.77934	-0.7045
7448141	1.21606	-1.30762	0.46516	-0.64871
7448142	-0.01105	0.65484	0.76244	0.10567
7448143	-0.85241	2.37134	-0.69443	1.17239
7448144	1.16377	2.09208	0.41361	1.39797
7448148	-1.42041	1.76945	0.8983	1.51959
7448149	-0.04312	-0.66206	0.50165	-0.57413
7448150	-2.15968	2.38154	-0.59498	1.46867
7448152	1.42511	0.69831	0.32867	-0.91497
7448153	0.41864	-0.54934	1.5253	0.41097
7448154	-3.11092	2.6043	-0.97309	1.30216
7448155	1.48749	0.08751	0.38203	-0.69962
7448156	0.04993	1.67329	-0.33933	1.47052
7448157	-5.96746	-0.08961	-1.25961	0.57772
7448159	0.8408	-0.56265	0.69412	1.78235
7448162	-1.11577	1.93815	-0.7642	1.16591
7448163	-1.58758	2.70856	-0.49057	1.96535
7448165	0.61569	0.3685	0.27666	-0.90709
7448166	-1.71415	-0.61507	0.38854	-0.536
7448168	-3.44306	0.09281	0.13552	0.2779
7448170	-5.34173	-0.77738	-1.55845	1.25257
7448171	-1.30588	-1.75558	0.53138	-0.25445
7448172	0.90149	1.94931	-0.54219	1.04642
7448173	-2.0922	1.5838	-1.43761	0.76329
7448175	0.63555	-0.05684	0.93157	0.10555
7448180	-2.39674	0.07976	0.06681	0.09582
7448181	-4.86966	3.79981	0.56732	1.37794
7448183	-2.02205	-0.99787	-0.2846	-0.88851
7448185	0.86989	0.29343	0.13428	-1.086
7448186	0.71976	-0.43125	0.56788	-1.08276
7448189	-1.59032	2.96972	-1.0559	3.08249
7448193	-1.62248	1.51446	-1.62293	0.75395
7448194	-4.50586	0.91926	-0.2084	0.70286
7448195	0.35405	0.81743	-0.64174	0.17665
7448197	1.47726	0.4892	1.59158	-0.37072
7448198	-1.06943	-0.35608	0.74322	-0.60454
7448199	-1.03023	-0.56177	0.07532	-1.12113
7448201	-1.36378	1.08864	0.28706	0.69847
7448203	1.29841	-0.36397	-0.29894	-2.17259
7448204	-2.74664	-0.62648	-0.84227	0.16127
7448205	-0.92285	-0.86795	-0.23469	-1.69508
7448207	-0.78462	-1.60647	-0.51327	-1.12631
7448208	0.89806	-1.59993	0.41598	-0.63915
7448209	-0.8302	0.07585	0.04528	0.76913
7448211	-0.48029	0.00112	0.17595	-0.52412
7448212	-1.56063	-0.57277	0.40194	0.03362
7448216	-0.08418	-0.18075	0.78985	-1.07738
7448218	-1.36586	1.10038	-0.99979	-0.08819
7448222	-3.33565	0.67109	-1.48287	0.86436
7448224	0.09602	-1.7248	-0.27794	-1.06856
7448226	-2.0198	-0.07803	0.23208	-0.23359
7448227	-1.16575	-1.91833	0.669	-1.35951
7448228	-1.27377	1.21145	-1.35067	1.26181
7448230	-0.87045	0.99622	-1.05292	1.01167
7448231	-3.44776	2.71772	-2.28076	2.83156
7448232	-5.54938	-1.622	0.46896	0.17406
7448237	-0.99445	2.21293	1.65779	2.25656
7448238	-3.16546	-1.21343	-0.52322	-1.2174
7448240	-2.4195	1.21287	-1.82082	1.5538
7448241	-4.03506	1.2757	-1.91901	1.05939
7448242	-2.47606	-0.08712	-1.50657	0.48172
7448244	0.85587	-0.88048	-1.17336	-0.66106
7448245	-2.54677	3.93422	-3.27818	2.78246
7448247	2.27113	-0.09534	0.7355	-1.55676
7448248	1.51288	-1.09112	-0.34348	-1.72572
7448249	1.01304	-0.00468	0.96687	-0.92011
7448252	-3.38601	2.63256	-2.00451	1.45011
7448253	-0.07965	1.68108	0.84108	1.40186
7448254	0.18486	0.47798	-0.94598	1.14642
7448257	NA	NA	NA	NA
7448258	1.66045	0.00761	1.82079	-0.57507
7448260	-0.262	-0.13385	0.50161	-0.95141
7448261	-0.93522	-0.46647	-0.24956	-0.73909
7448262	-0.24577	-1.35403	0.00798	-0.317
7448263	0.05127	2.42048	-0.6053	1.41493
7448264	0.23639	0.68114	0.89867	-0.11538
7448269	6.76609	-1.22553	4.90593	-2.4036
7448270	2.16853	-1.3636	0.36839	-1.12173
7448275	0.95152	1.06754	1.19243	0.49363
7448276	-1.46933	0.01591	-0.21975	0.22692
7448277	-2.4477	0.39298	0.6756	-0.71098
7448278	-2.97562	0.58992	-0.0664	-0.06979
7448281	-1.65138	1.71967	-0.78627	2.32096
7448282	-0.32655	-0.67992	0.624	-0.53594
7448285	2.80919	-0.12336	0.84161	-2.36836
7448287	-2.57704	2.46446	-0.34851	3.82504
7448288	-2.74222	1.04828	0.33411	0.24486
7448289	-4.69121	1.36202	-2.24026	1.7003
7448290	-2.62913	-0.24217	0.11086	0.13755
7448293	-0.97802	-1.64278	0.06977	-0.14123
7448294	1.39506	-0.20931	0.97003	0.50992
7448296	-1.32161	-1.56479	-2.32287	-0.75946
7448297	-1.94785	0.42649	-0.67243	1.5058
7448298	-3.60003	2.68023	-0.58634	3.35597
7448299	-1.86025	0.26969	-1.13509	-0.95108
7448301	-2.49455	1.12388	2.1591	0.87643
7448302	-1.88226	1.29495	-0.17707	0.76584
7448303	-1.83575	-1.09275	0.52835	-0.16258
7448304	1.14686	0.70498	0.03923	-0.32337
7448305	1.47012	-0.13304	-0.36281	-0.67447
7448307	-1.85963	0.44078	0.2801	0.75887
7448308	-3.87405	1.28244	0.14261	1.13685
7448309	-3.23528	0.8491	-0.32475	1.54358
7448310	2.26366	-0.7832	0.03571	-0.01903
7448314	0.96674	-2.52588	1.96444	-2.54519
7448315	-1.24719	1.57654	-1.75723	1.17193
7448316	1.19282	-2.61297	1.8067	-1.57441
7448318	-1.67387	-0.88633	-0.36141	-0.25578
7448322	1.42621	-1.7675	0.16693	-3.04778
7448323	0.3305	-2.66786	-0.95736	-1.87746
7448324	-0.69808	-2.05807	-0.65384	-0.61588
7448328	-1.89754	0.3801	-1.3841	0.2694
7448331	-0.00829	0.68349	0.16923	0.24315
7448332	-3.1421	1.83049	0.05041	1.43309
7448333	-0.88481	-0.04088	-0.51285	-0.57292
7448334	-4.68181	-1.45929	-0.65872	-0.34876
7448335	-0.57467	1.48983	-2.45442	1.34062
7448337	-2.49456	3.40476	-3.14748	2.37694
7448338	1.46445	-0.73308	1.29704	-1.8268
7448339	1.61858	-0.57993	1.11036	-1.77453
7448340	1.98358	0.438	0.94462	-0.55944
7448343	1.22687	-0.58732	-0.95519	0.32233
7448344	-2.84935	0.40901	0.00763	0.46923
7448345	1.92993	-0.30677	0.55738	-2.81967
7448347	1.27042	0.06518	-0.90539	-0.09336
7448348	1.74316	-0.45136	0.45975	-2.09864
7448349	1.66958	0.19309	-0.8463	-0.7614
7448351	-0.44356	-0.2638	0.53706	-0.19772
7448352	2.29769	-1.81051	1.69326	-2.09084
7448353	0.0979	-0.98468	-0.48838	-1.48357
7448354	-1.78282	-0.85545	0.27137	0.07005
7448355	-1.40845	1.05288	1.05569	0.3614
7448357	-0.60823	-0.32187	0.88574	0.14187
7448358	0.95031	-0.58889	0.72537	-0.60922
7448359	-0.1437	0.82137	-0.36486	1.20689
7448361	-1.93785	-0.94779	0.25875	-0.24332
7448362	-1.55947	1.73038	-0.57414	2.64134
7448363	0.04225	-2.80627	1.9106	-0.838
7448364	-1.08143	0.42808	1.06923	0.24238
7448365	1.45865	0.72725	-0.45992	0.24934
7448366	2.25039	-1.28538	1.49136	-1.24533
7448370	0.75534	-1.05751	-0.02703	-2.15448
7448371	3.50971	-2.78789	1.26865	-2.88206
7448374	0.6549	0.5077	0.73056	0.34543
7448375	1.2687	0.15744	-0.86039	-0.80394
7448377	-0.69816	0.49254	0.09781	0.40682
7448378	0.18824	1.59336	-0.68897	1.73621
7448382	3.03502	-1.09504	1.1741	-3.53471
7448383	1.77829	-1.03261	0.58685	-2.54684
7448386	-0.61056	1.23394	-0.05504	0.4306
7448388	-0.5192	0.21231	-0.92891	0.41639
7448389	-2.90458	1.24735	0.01976	1.02231
7448390	1.50693	0.91098	0.10011	0.35636
7448391	-2.59127	0.63394	-0.11256	0.25664
7448393	-0.24335	0.84199	2.25829	0.70884
7448396	0.80275	0.32401	1.68106	-0.30272
7448400	-2.13895	1.39172	-3.25343	1.91595
7448401	1.8654	-0.05088	-1.43081	-0.19461
7448403	-1.31917	-0.83277	-1.24142	-0.54727
7448404	-2.83973	0.22189	1.81879	-0.42948
7448405	-0.67506	1.31804	-0.90433	0.50208
7448406	-1.1328	0.58436	-1.3147	0.33812
7448407	-2.9469	0.09377	-2.17279	1.39744
7448408	-2.87188	1.34331	0.10043	0.65854
7448409	NA	NA	NA	NA
7448410	NA	NA	NA	NA
7448411	-2.61314	0.85619	-0.40809	2.3659
7448412	0.95978	-0.45724	0.09667	-0.3517
7448414	-2.17319	1.5238	-0.09971	0.98433
7448415	1.67649	-1.43866	0.69038	-2.17564
7448417	-0.36278	-0.21633	0.92473	-0.2804
7448418	0.56588	-0.26627	1.13763	-1.49015
7448420	-0.98724	-0.17867	-0.04196	0.03177
7448423	2.06114	-2.62333	1.02666	-3.70156
7448427	3.21596	0.39662	0.93996	-0.42579
7448428	-1.74862	1.15755	-0.90278	0.742
7448432	-3.90083	-0.31379	-0.07998	0.35654
7448434	-0.67246	-1.22242	-0.10996	-1.58961
7448437	-1.13922	0.90178	0.43791	0.40242
7448440	-0.33768	-0.87754	2.02204	-0.78125
7448442	1.46363	-0.54465	0.48618	-2.61567
7448443	-2.20485	1.12285	0.03959	1.26916
7448444	-2.84347	0.4424	-0.21834	0.66162
7448445	-3.90863	0.17997	0.56601	1.00591
7448446	-1.7409	2.67631	0.90186	2.5288
7448447	-0.27642	0.17952	-0.40922	-0.04461
7448448	1.82837	-0.93636	-0.10491	-0.5966
7448451	-2.46373	1.24242	-1.2245	0.63132
7448453	-3.40906	1.96005	-2.37024	1.27079
7448454	-1.42793	-0.98714	-0.16756	-1.87868
7448456	-1.35533	0.96849	-2.8089	1.40249
7448458	1.31078	0.5585	0.62862	0.22835
7448459	-0.65203	1.61491	-0.54004	0.56382
7448460	-1.43533	1.07996	-0.51552	1.17508
7448461	-0.36165	0.69211	0.50695	-0.12609
7448462	-2.15428	0.21448	0.14113	-0.10694
7448463	-1.65665	0.44579	-1.00398	-0.35895
7448464	1.67637	-1.18913	1.44274	-1.73299
7448465	-0.38454	0.45635	-0.25604	0.98756
7448467	-4.7863	-0.32059	-0.31736	0.35403
7448469	0.46135	-1.27395	0.19475	-1.27566
7448470	1.73141	-1.35109	-1.21068	-1.53576
7448471	-1.97689	1.6432	0.73294	0.83016
7448473	-5.64558	-0.27063	-0.55105	1.37999
7448474	-2.94781	0.21596	-0.15357	0.59062
7448475	2.62842	0.10315	0.43369	-0.97082
7448476	1.99915	-0.83027	0.72526	-2.42043
7448480	-4.84878	0.68527	-4.74486	1.36784
7448481	0.48401	2.11381	0.22346	0.83892
7448482	-2.20481	0.28086	1.17757	-0.20906
7448483	1.48875	-0.29895	2.88733	-0.26728
7448485	-3.79425	-2.25166	0.14589	-1.6559
7448486	1.43731	-0.23086	2.34917	-0.8596
